added,address,amenities,area,bath,bedrooms,currency,deal_type,description,home_url,house_type,is_titanium,is_trusted,is_verified,location,price,price_in_rupees,purpose,title,type
5 days ago,"Al-Ahmad Garden Housing Scheme, GT Road, Lahore, Punjab","{'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Security Staff', 'Other Facilities']}",5 Marla,5,4,PKR,,"5 Marla House for sale at ideal location Al Ahmed Garden Society Main G. T Road Manawa Lahore ,Specifications ,- Gated Community ,- Parks ,- Mosque ,- Commercial Market ,- Carpeted Roads,- located at Main G. T Road",https://www.zameen.com/Property/gt_road_al-ahmad_garden_housing_scheme_5_marla_brand_new_house_for_sale_at_al_ahmed_garden_society-51323422-9707-1.html,House,no,no,no,"GT Road, Lahore, Punjab",1.7 Crore,17000000.0,For Sale,5 Marla Brand New House For Sale At Al Ahmed Garden Society,
4 weeks ago,"DHA Phase 2, DHA Defence, Lahore, Punjab","{'Main Features': ['Built in year: 2024', 'Parking Spaces: 4', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 2', 'Other Main Features', 'Furnished'], 'Rooms': ['Bedrooms: 5', 'Bathrooms: 6', 'Servant Quarters: 1', 'Drawing Room', 'Dining Room', 'Kitchens: 2', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Store Rooms: 1', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Swimming Pool', 'Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Facilities for Disabled', 'Other Facilities']}",1 Kanal,6,5,PKR,,Kanal Stylish Bungalow Available For Sale Near Park Attached Original Picture Near Main Road Park Tiled Tub Bath Company Kitchen,https://www.zameen.com/Property/dha_defence_dha_phase_2_kanal_stylish_bungalow_available_for_sale-50546867-1444-1.html,House,no,no,yes,"DHA Defence, Lahore, Punjab",5.5 Crore,55000000.0,For Sale,Kanal Stylish Bungalow Available For Sale,
14 minutes ago,"Al Haram Garden, Lahore, Punjab","{'Main Features': ['Built in year: 2024', 'Parking Spaces: 1', 'Flooring', 'Waste Disposal', 'Floors: 2', 'Other Main Features'], 'Rooms': ['Bedrooms: 3', 'Bathrooms: 2', 'Servant Quarters: 1', 'Drawing Room', 'Dining Room', 'Kitchens: 2', 'Powder Room ', 'Lounge or Sitting Room'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready'], 'Community Features': ['Community Lawn or Garden', 'First Aid or Medical Centre', 'Kids Play Area', 'Mosque', 'Community Centre'], 'Healthcare Recreational': ['Lawn or Garden'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Security Staff', 'Other Facilities']}",3 Marla,3,3,PKR,hot,"A price tag of PKR Rs. 7500000 is quite reasonable for a spacious House in Al Haram Garden. Buying a home is a long term investment decision so make sure you make the right one. We have many property options to help you decide. If you are looking to live in peaceful community, the location of Al Haram Garden will accommodate you. You can book your House today at an ideal price of PKR Rs. 7500000. You can live your best life in 3 Marla House, so what are you waiting for. Looking to get the best real estate value in Al Haram Garden? Let us help you. ,Following are some of the notable features of this property. ,A proper waste management system ensures cleanliness on premises 24/7. ,The property has a lounging area to allow you some breathing room. ,Formal dinners at home can be hosted perfectly now, with the lavish dining room space that comes with this property. ,The lawn outside is large enough to let you host a party with family and friends. ,Host perfect parties for your friends in this stunning drawing room that is part of this House. ,You can get rest of the details by calling us.",https://www.zameen.com/Property/lahore_al_haram_garden_3_marla_modern_house_for_sale-51628527-9212-1.html,House,no,yes,no,"Al Haram Garden, Lahore, Punjab",75 Lakh,7500000.0,For Sale,3 Marla Modern House For Sale,
6 minutes ago,"DHA Phase 1 - Block K, DHA Phase 1, DHA Defence, Lahore, Punjab","{'Main Features': ['Built in year: 2010', 'Parking Spaces: 2', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 2', 'Other Main Features'], 'Rooms': ['Bedrooms: 5', 'Bathrooms: 6', 'Servant Quarters: 2', 'Drawing Room', 'Dining Room', 'Kitchens: 2', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Store Rooms: 2', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Security Staff', 'Other Facilities']}",1 Kanal,6,5,PKR,hot,"Features:,5 Master Bedrooms with attached bathrooms,Drawing Room,Dining Room,Kitchen,Store,Servant Quarter in Basement,Ample Car Parking,Lush Green Lawn,For further detail call right now. ,Munir Gill",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_block_k_1_kanal_well_maintained_house_is_available_for_sale_in_dha_phase_1_block_k_lahore-49287520-1651-1.html,House,no,yes,no,"DHA Defence, Lahore, Punjab",6.5 Crore,65000000.0,For Sale,1 Kanal Well Maintained House is available for Sale in DHA Phase 1 Block K Lahore,
5 minutes ago,"Paragon City - Woods Block, Paragon City, Lahore, Punjab","{'Main Features': ['Built in year: 2023', 'Parking Spaces: 1', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Floors: 2', 'Other Main Features'], 'Rooms': ['Bedrooms: 3', 'Bathrooms: 4', 'Servant Quarters', 'Drawing Room', 'Dining Room', 'Kitchens: 1', 'Study Room', 'Prayer Room', 'Store Rooms: 1', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places']}",5 Marla,4,3,PKR,,"investing In A House In Paragon City Is A Profitable Deal, Both On Short As Well As Long Term Basis. We Can Help You Buy This Property. You Can Buy This Property That Is Surrounded With All Kinds Of Facilities. This Property Will Be A Secure Bet. Investing In A House In Paragon City Is A Wise Decision As It Is Quite Sought-After. Not Every City Thrums With So Much Life And Possibilities As Paragon City, Which Is Why It Should Be Your Home.",https://www.zameen.com/Property/paragon_city_paragon_city_-_woods_block_5_marla_luxury_modern_house_available_for_sale_in_paragon_city_lahore-51628841-4114-1.html,House,no,yes,no,"Paragon City, Lahore, Punjab",2.25 Crore,22500000.0,For Sale,5 Marla luxury Modern House available For Sale In Paragon City Lahore,
5 minutes ago,"DHA Phase 5 - Block H, DHA Phase 5, DHA Defence, Lahore, Punjab","{'Main Features': ['Built in year: 2022', 'Parking Spaces: 2', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 2', 'Other Main Features', 'Furnished'], 'Rooms': ['Bedrooms: 5', 'Bathrooms: 5', 'Servant Quarters', 'Drawing Room', 'Dining Room', 'Kitchens', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Store Rooms', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Swimming Pool', 'Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Facilities for Disabled', 'Other Facilities']}",1 Kanal,6,5,PKR,,"Haram Estate Offer : ,100% Original Add 1 Kanal Modern Design House ,splendid Double Height Lobby ,white And Bright Interior And Exterior ,5 Master Bedrooms With Attached Luxury Baths,grohee Fittings Used In All Washrooms. Spanish Tiled Used In All Washrooms. ,inverter Splits In Whole House ,doors Height 9 Feet Solid Ash Wood Doors With Italian Mandele Locks. ,fully Automation House Including Lights, Chandeliers Fans And Ac,s ,italian Smc Kitchen With All Accessories ,imported Porcelain Spanish Tiles Used For Floors. ,beautiful Feature Walls With Imported Bonsai Planters. ,imported Wallpapers From Dubai With Elegant Chandeliers ,for Details And Visit Please Call",https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_h_slightly_used_1_kanal_spanish_design_house_in_dha_phase_5_lahore-51276061-1605-1.html,House,yes,yes,no,"DHA Defence, Lahore, Punjab",8.25 Crore,82500000.0,For Sale,Slightly Used 1 Kanal Spanish Design House In DHA Phase 5 Lahore,
4 minutes ago,"Tariq Gardens, Lahore, Punjab","{'Main Features': ['Parking Spaces', 'Double Glazed Windows', 'Flooring', 'Electricity Backup'], 'Rooms': ['Bedrooms: 5', 'Bathrooms: 6', 'Drawing Room', 'Dining Room', 'Kitchens: 2', 'Store Rooms: 1', 'Lounge or Sitting Room'], 'Community Features': ['Community Lawn or Garden', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Nearby Public Transport Service']}",12 Marla,6,5,PKR,,"Welcome to Muqaddim Real Estate, your trusted partner in securing prime properties within the prestigious Lake City community. Located in the heart of Lahore, Lake City offers a perfect blend of tranquility, modernity, and convenience, making it one of the most sought-after residential and commercial destinations in the city. ,Muqaddim Real Estate is a reputable and dynamic company known for its expertise in the property ,market,**Project Details:**,- Project: Tariq Garden,- Plot Size: 12 Marla,- Features:,: Electricity,: Water supply,: Underground Sewerage,: Food courts,: Gold class theater,: Gyms,: Sewerage system,: Security service for 24 hours,: Sui Gas,With a focus on delivering exceptional services and creating long-lasting relationships, Muqaddim Real Estate aims to assist clients in finding their dream properties. Whether residential, commercial, or industrial real estate, the company offers a diverse portfolio to cater to various needs and budgets. Muqaddim Real Estate prides itself on its team of experienced professionals who provide personalized guidance throughout the entire buying, selling, or renting process.",https://www.zameen.com/Property/lahore_tariq_gardens_12_marla_slightly_used_house_available_for_sale_in_low_budget-51561251-1356-1.html,House,no,yes,no,"Tariq Gardens, Lahore, Punjab",4.9 Crore,49000000.0,For Sale,12 Marla Slightly Used House Available For Sale In Low Budget,
8 minutes ago,"Park View City, Lahore, Punjab","{'Rooms': ['Bedrooms: 4', 'Bathrooms: 5', 'Drawing Room', 'Dining Room', 'Kitchens: 2']}",5 Marla,5,4,PKR,,"* Sarina's builder offers you Ready houses on cash (Full Paid). ,* We are also deal Homes on Installments & delivered in 4 to 6 months as per your selected design or Map (3 years Easy installments Plan),* Model houses available for visit (For installments/construction Plan),* For installments plan House pictures are used as Sample Houses.",https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_designer_house_in_park_view_city_lahore-51628787-1466-1.html,House,yes,yes,no,"Park View City, Lahore, Punjab",1.52 Crore,15200000.0,For Sale,3 Years Installment Plan Luxury Designer House In Park View City Lahore,
5 minutes ago,"DHA Phase 6 - Block D, DHA Phase 6, DHA Defence, Lahore, Punjab","{'Main Features': ['Built in year: 2024', 'Parking Spaces: 2', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors', 'Other Main Features'], 'Rooms': ['Bedrooms', 'Bathrooms', 'Servant Quarters', 'Drawing Room', 'Dining Room', 'Kitchens', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Store Rooms', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Facilities for Disabled']}",1 Kanal,6,5,PKR,,"Haram Estate Offer : ,100% Original Add 1 Kanal Modern Design House ,splendid Double Height Lobby ,white And Bright Interior And Exterior ,5 Master Bedrooms With Attached Luxury Baths,grohee Fittings Used In All Washrooms. Spanish Tiled Used In All Washrooms. ,inverter Splits In Whole House ,doors Height 9 Feet Solid Ash Wood Doors With Italian Mandele Locks. ,fully Automation House Including Lights, Chandeliers Fans And Ac,s ,italian Smc Kitchen With All Accessories ,imported Porcelain Spanish Tiles Used For Floors. ,beautiful Feature Walls With Imported Bonsai Planters. ,imported Wallpapers From Dubai With Elegant Chandeliers ,for Details And Visit Please Call",https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_d_100_original_add_1_kanal_modern_design_house-50274124-1613-1.html,House,yes,yes,no,"DHA Defence, Lahore, Punjab",8.25 Crore,82500000.0,For Sale,100% Original Add 1 Kanal Modern Design House,
7 minutes ago,"DHA Phase 4, DHA Defence, Lahore, Punjab","{'Main Features': ['Built in year: 2024', 'Parking Spaces', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 2', 'Other Main Features', 'Furnished'], 'Rooms': ['Bedrooms: 4', 'Bathrooms: 5', 'Servant Quarters', 'Drawing Room', 'Dining Room', 'Kitchens: 2', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Store Rooms', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Swimming Pool', 'Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Facilities for Disabled', 'Other Facilities']}",10 Marla,5,4,PKR,,"IT HAS,-4 Master Bed with attached Baths,-5 Bathrooms in the Bungalow. ,-2 Beautiful T. V Lounge Drawing & Dinning ,-2 Fotile Company Kitchens,-Servant bath in the House,-1 Big Cars Parking,-Grohe Sanitary Fittings,-1 Store Rooms,-Beautiful Lawn & huge Terrace,-Bar B. Q Area in Bungalow,-Ash Wood Door Almirah,-Amazing Wallpapers,-Imported Marble & Tiles Flooring,-1 Imported Jacuzzi and 2 Cabin Showers in baths. ,Main Approach from Ring Road Near Main Boulevard, DHA Office Complex, Al-Fatah Store and Gloria Jeans are on the way. ,Very Reasonable Demand. ,Meeting Possible direct to Owner ,Call us for more information.",https://www.zameen.com/Property/dha_defence_dha_phase_4_10_marla_ultra_modern_super_luxurious_bungalow_for_sale_in_dha_defence-51628794-1446-1.html,House,no,yes,no,"DHA Defence, Lahore, Punjab",3.85 Crore,38500000.0,For Sale,10 Marla Ultra Modern Super Luxurious Bungalow for Sale in DHA Defence,
4 minutes ago,"Lake City - Sector M-7B, Lake City, Raiwind Road, Lahore, Punjab","{'Main Features': ['Parking Spaces', 'Double Glazed Windows', 'Central Air Conditioning', 'Flooring', 'Electricity Backup'], 'Rooms': ['Bedrooms: 4', 'Bathrooms: 4', 'Drawing Room', 'Dining Room', 'Kitchens: 2', 'Powder Room ', 'Store Rooms: 1', 'Lounge or Sitting Room'], 'Community Features': ['Community Lawn or Garden', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants']}",5 Marla,4,4,PKR,,"Muqaddim Real Estate is a reputable and dynamic company known for its expertise in the property ,market,**Project Details:**,- Project: Lake City,- Sector: M7B,- Plot Size: 5 Marla,Lake City Features:,: Electricity,: Water supply,: Underground Sewerage,: Food courts,: Gold class theater,: Gyms,: Sewerage system,: Security service for 24 hours,: Sui Gas,With a focus on delivering exceptional services and creating long-lasting relationships, Muqaddim Real Estate aims to assist clients in finding their dream properties. Whether residential, commercial, or industrial real estate, the company offers a diverse portfolio to cater to various needs and budgets. Muqaddim Real Estate prides itself on its team of experienced professionals who provide personalized guidance throughout the entire buying, selling, or renting process. ,2 Ring road interchanges to connect you with every part of Lahore,Internationally Designed Landscape Architecture,10,000 Properties Delivered,Gated Community,Majestic Lakes,200 feet, 150 feet, and 100 feet carpeted multilane boulevards,Lake City Mall with all the famous shopping brands of Lahore,Lahore's top Eateries include NY212 Pizza, Broadway Pizza, Chit Chat, Daily Deli, Dujaj, Sweet Factory, Gloria Jeans, Jalal Sons, Wazwan, China Town, Jade Cafe, Second Cup Coffee, Subway,An Australian company maintains a PGA Standard 18 Hole Night-Lit Golf Course. ,Multiple Schools (Froebel's International School, Scarsdale, and Rosans Islamic Public School),Cinepax 3D Cinema,Grand Jamia Mosque (having a capacity of 10,000 People),Uninterrupted 24 7 Power generation back up underground electricity,Wellness Club,Zoo, Mini Golf, ,We Play International Standard trampoline park,Multiple Shopping Marts ,All leading banks (Faisal, HBL, Allied, Askari, MCB, Sonneri Bank)",https://www.zameen.com/Property/lake_city_lake_city_-_sector_m-7b_5_marla_slightly_used_house_available_for_sale_in_lake_city_sector_m7b-51450047-19059-1.html,House,no,yes,no,"Raiwind Road, Lahore, Punjab",2.3 Crore,23000000.0,For Sale,5 Marla Slightly Used House Available For Sale In Lake City Sector M7B,
26 minutes ago,"Central Park Housing Scheme, Lahore, Punjab","{'Main Features': ['Built in year: 2024', 'Parking Spaces', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 2', 'Other Main Features', 'Furnished'], 'Rooms': ['Bedrooms: 3', 'Bathrooms: 4', 'Servant Quarters', 'Drawing Room', 'Dining Room', 'Kitchens: 2', 'Study Room', 'Prayer Room', 'Powder Room ', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Swimming Pool', 'Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Facilities for Disabled', 'Other Facilities']}",3.5 Marla,4,3,PKR,hot,"* Sarina'S Builder Offers You Ready Houses On Cash (Full Paid). ,* We Are Also Deal Homes On Installments &Amp;Amp; Delivered In 4 To 6 Months As Per Your Selected Design Or Map (3 Years Easy Installments Plan),* Model Houses Available For Visit (For Installments/Construction Plan),* For Installments Plan House Pictures Are Used As Sample Houses.",https://www.zameen.com/Property/lahore_central_park_housing_scheme_3_years_instalments_plan_3_5_marla_brand_new_house_for_sale_in_park_view_city-49997839-1013-1.html,House,no,no,no,"Central Park Housing Scheme, Lahore, Punjab",1.15 Crore,11500000.0,For Sale,3 Years Instalments Plan 3.5 Marla Brand New House For Sale In Park View City,
20 minutes ago,"Bahria Town - Sector B, Bahria Town, Lahore, Punjab","{'Main Features': ['Built in year: 2024', 'Parking Spaces', 'Double Glazed Windows', 'Flooring'], 'Rooms': ['Bedrooms: 5', 'Bathrooms: 6', 'Servant Quarters: 1', 'Drawing Room', 'Dining Room', 'Kitchens: 2', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Store Rooms: 1', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places']}",1 Kanal,6,5,PKR,hot,"MB HOLDINGS REAL ESTATE Offers Best Opportunity In Bahria Town Lahore. ,A great opportunity has presented itself in the form of this beautiful plot in Bahria Town Lahore The House is located on a prime location close to a commercial area and other amenities of the town. The block has underground wiring, wide foot paths, street lights, 24 hours water supply, uninterrupted power supply, garbage collection facility, 24 hours security and etc. Bahria Town compels a large number of people to move in and build their dream houses on a land closed to vast amenities like Hospitals, Schools, Health Clubs, Shopping Malls, Cinemas, Restaurants, Beautiful Parks, Recreational Centers, Beautiful Mosques and many more.",https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_b_1_kanal_brand_new_luxury_house_available_for_sale_in_bahria_town_lahore-51613280-1772-1.html,House,no,yes,no,"Bahria Town, Lahore, Punjab",6.8 Crore,68000000.0,For Sale,1 Kanal Brand New Luxury House Available For Sale In Bahria Town Lahore.,
4 minutes ago,"Lake City - Sector M-2A, Lake City, Raiwind Road, Lahore, Punjab","{'Main Features': ['Parking Spaces', 'Double Glazed Windows', 'Central Air Conditioning', 'Flooring', 'Electricity Backup'], 'Rooms': ['Bedrooms: 5', 'Bathrooms: 6', 'Servant Quarters: 1', 'Drawing Room', 'Dining Room', 'Kitchens: 2', 'Store Rooms: 1', 'Lounge or Sitting Room'], 'Community Features': ['Community Lawn or Garden', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants']}",10 Marla,6,5,PKR,,"Muqaddim Real Estate is a reputable and dynamic company known for its expertise in the property ,market,**Project Details:**,- Project: Lake City,- Sector: M2A,- Plot Size: 10 Marla,Lake City Features:,: Electricity,: Water supply,: Underground Sewerage,: Food courts,: Gold class theater,: Gyms,: Sewerage system,: Security service for 24 hours,: Sui Gas,With a focus on delivering exceptional services and creating long-lasting relationships, Muqaddim Real Estate aims to assist clients in finding their dream properties. Whether residential, commercial, or industrial real estate, the company offers a diverse portfolio to cater to various needs and budgets. Muqaddim Real Estate prides itself on its team of experienced professionals who provide personalized guidance throughout the entire buying, selling, or renting process. ,2 Ring road interchanges to connect you with every part of Lahore,Internationally Designed Landscape Architecture,10,000 Properties Delivered,Gated Community,Majestic Lakes,200 feet, 150 feet, and 100 feet carpeted multilane boulevards,Lake City Mall with all the famous shopping brands of Lahore,Lahore's top Eateries include NY212 Pizza, Broadway Pizza, Chit Chat, Daily Deli, Dujaj, Sweet Factory, Gloria Jeans, Jalal Sons, Wazwan, China Town, Jade Cafe, Second Cup Coffee, Subway,An Australian company maintains a PGA Standard 18 Hole Night-Lit Golf Course. ,Multiple Schools (Froebel's International School, Scarsdale, and Rosans Islamic Public School),Cinepax 3D Cinema,Grand Jamia Mosque (having a capacity of 10,000 People),Uninterrupted 24 7 Power generation back up underground electricity,Wellness Club,Zoo, Mini Golf, ,We Play International Standard trampoline park,Multiple Shopping Marts ,All leading banks (Faisal, HBL, Allied, Askari, MCB, Sonneri Bank)",https://www.zameen.com/Property/lake_city_lake_city_-_sector_m-2a_10_marla_spanish_house_available_for_sale_in_lake_city_sector_m2a-51492455-4002-1.html,House,no,yes,no,"Raiwind Road, Lahore, Punjab",4.85 Crore,48500000.0,For Sale,10 Marla Spanish House Available For Sale In Lake City Sector M2A,
